duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
3,2.732302,2.214852,4.251286,0,30.629402,1,12.125179,2.290268,1,11,2,1,0,1,2,1
2,2.898223,3.005043,1.998813,0,40,0,14,23.00037,0,13,0,0,2,0,1,0
3,2.029077,4.640148,5,2,40,2,2,3,1,10.740267,1,0,0,1,0,0
3,5.27479,4.597753,5,0,40,2,10,4,0,9.740521,0,1,2,1,2,1
3,2.039047,2.806675,1.942765,0,40,2,14,3,0,9.977419,1,0,0,1,0,0
2,4.534328,2.358313,2.022159,0,40,1,7.307562,3,0,12,2,0,1,1,1,0
2,2.012687,3.253328,5,0,40,2,2,-0.517473,1,11,1,1,1,1,2,1
3,4.45922,4.580863,5,0,40,2,2,3,0,11,2,1,1,1,2,1
1,5.527477,4,5,0,30.412918,2,2,2.026936,0,11,2,1,1,1,1,1
2,3.723733,5.205511,5,2,39,2,2,3,0,12,0,1,2,1,2,1
3,2.698356,2.298947,5,0,40,2,2,4,0,11,2,1,1,1,2,1
3,4.437622,4.538476,5,0,40,2,10,5,0,12,2,1,2,1,2,1
2,4.346049,6.023171,5.1,0,31.487441,2,11.572162,5,0,13,1,1,2,1,2,1
2,3.707959,2.091137,5,0,40,0,2,3,0,12,0,0,1,1,1,0
1,4.463518,2.487257,5,1,33.338877,2,2,4,0,11,0,1,2,1,2,1
2,6.647156,5.728311,5,0,37.29361,2,2,3,0,12,0,1,1,1,2,1
2,4.462912,2.038606,5,0,37.543433,0,2,3,1,12,1,0,0,0,0,0
3,3.300759,4,5,0,40,1,13.536997,-0.431097,0,11,1,1,1,1,2,1
2,4.447724,2.955492,4.61034,0,31.616238,2,2,5,0,13,0,1,1,1,2,1
1,4.381144,6.00723,5,0,36.695231,2,2,4,0,11,0,1,1,1,2,1
3,3.467422,4,5,1,40,2,2,3,0,9.257796,2,1,1,1,1,1
3,3.49254,5.28831,5,0,37.515646,2,10,9.492862,1,11,0,1,1,1,1,1
3,2.053313,4.35251,5,0,40,0,2,3,1,10.362572,1,0,0,1,0,0
1,2.843108,2.749373,5,0,29.918267,1,2,3,0,10.313554,2,1,1,1,2,0
3,4.428237,4.295911,5,0,40,2,2,4,0,11,1,1,2,1,2,1
3,2.044579,2.094012,4.150032,2,40,2,2,3,0,9.240803,0,0,1,1,1,0
3,3.589637,6.500852,5,0,40,2,12.685941,3,0,15,1,1,1,1,2,1
2,4.527046,4.574277,5.1,1,40,2,2,5,0,12,1,1,2,1,1,1
1,2.830666,4,5,2,36.760173,2,2,3,0,9.674353,0,1,0,1,1,0
1,3.036249,4.234305,5,0,40,1,2,3,0,12,0,0,1,0,1,0
3,5.729379,4.518461,5,0,33.887859,2,2,3,1,11,2,1,0,1,0,1
2,6.024834,4.41967,4.634125,2,40,2,2,3,0,11,1,1,1,1,1,1
2,3.848255,2.441528,2.087171,0,38.470983,2,2,4,0,9.486064,1,1,1,1,2,0
2,4.427664,4.540525,5.1,0,40,0,2,1.764297,1,15,0,0,2,0,1,0
2,2.808855,1.877981,5,2,39,0,2,3,0,10.470386,2,0,1,1,1,0
2,3.75543,4,4.479435,0,37.839198,0,2,3,0,15,1,1,1,1,0,0
2,4.502982,4,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,4.534106,4,5,0,40,1,2,3,0,11,1,1,1,1,2,1
2,3.907816,5.472032,2.1164,0,40,2,12.334004,4,0,8.962866,0,1,1,1,1,0
1,2.697453,4.665187,4.571914,0,38.027668,2,10.791273,4,1,11,1,1,1,1,2,1
3,3.587257,6.919983,5,0,40,2,2,17.530883,0,11,1,1,2,1,2,1
3,3.797888,4,5,0,33.245823,2,14,4,0,11,2,1,1,1,2,1
1,4.675502,4.472393,5,0,38.174186,1,2,4,0,15,0,1,2,1,2,1
2,3.887173,4,2.033639,0,40,0,2,2.069818,0,9.840329,1,1,1,1,2,0
1,3.631754,4,5,0,40,0,2,5,1,9.593267,1,1,0,1,2,0
1,5.856234,4,5,0,40,2,2,3,0,11,2,1,2,1,1,1
2,5.209688,5.574171,5,1,37.678379,2,2,11.242379,0,12,0,1,2,1,2,1
3,2.017137,3.069909,4.574254,2,40,2,2,3,1,11,2,1,0,1,1,1
2,2.763512,2.137296,4.537688,2,37.635029,0,2,3,0,11,1,1,1,1,0,0
2,4.553774,4.342108,5,1,40,1,2,4,0,15,2,1,2,1,2,1
3,6.651879,5.577816,5,1,37.710136,2,2,3,0,9.663416,2,1,0,1,1,1
3,3.339871,4,5,0,37.89701,2,2,1.009493,0,11,2,1,2,1,2,1
2,4.146928,5.974065,5,0,40,2,2,3,0,12,1,1,1,1,2,1
2,6.376199,3.02698,5,1,37.971066,2,2,5,0,11,1,1,2,1,2,1
2,6.703351,4.598539,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,4.448962,4.573152,5,0,35.195476,2,2,3,0,12,1,1,2,1,2,1
3,3.408589,4,5,0,37.352619,2,2,3,0,15,2,1,1,1,2,1
2,4.456983,1.945455,5,1,37.985519,2,2,4,0,11,2,1,0,1,1,1
3,5.309174,2.633843,5,0,31.238344,2,12.74004,4,0,11,2,1,1,1,2,1
2,4.418018,2.781124,5,1,34.081968,2,2,5,0,11,2,1,2,1,2,1
1,2.026336,4,2.069064,1,40,0,2,3,0,12,0,0,1,1,1,0
3,4.169695,3.439293,5,0,39.006043,2,2,4,0,12,0,1,1,1,2,1
2,6.556399,3.158719,5,1,34.806671,2,14,5,0,11,1,1,2,1,2,1
3,4.394707,5.060486,5,0,30.892215,2,10,4,0,12,2,1,1,1,2,1
1,3.71226,3.209827,5,0,40,2,2,3,0,11,1,0,0,1,0,0
3,1.981496,2.350758,5,2,34.272586,2,2,5,0,10.761153,1,1,1,1,0,0
3,4.471684,2.297208,5,1,37.814701,2,2,3,0,11,0,1,1,1,2,1
3,2.033551,4,5,0,40,2,2,5,0,10.117239,0,0,1,1,1,0
2,4.459085,4,5,1,40,2,13.021178,14.560265,1,15,1,1,1,1,2,1
3,6.343566,4.652257,5,0,40,2,2,4,0,11,1,1,1,1,2,1
3,4.010333,4.856707,5,0,38.859846,2,10.94748,1.604271,0,11,1,1,2,1,2,1
3,3.57438,4,5,0,40,2,2,3,0,9.173012,1,1,1,1,2,1
3,4.496561,2.618151,5,1,32.728582,2,2,2.732953,0,12,2,1,2,1,2,1
3,3.911091,4,5,0,40,1,2,3,0,11,0,1,2,1,2,1
1,7.465399,2.268147,5.1,1,39.240173,1,2,4,0,10.17216,1,1,1,1,2,1
1,2.619569,4,5.1,1,37.130516,2,2,1.685252,0,12,0,1,1,1,2,1
3,3.720355,3.11825,5,0,37.913871,2,10,5.935241,0,12,2,1,1,1,2,1
2,4.510919,5.60617,5,0,40,2,2,4,0,12,1,1,2,1,2,1
3,5.260126,4,5,0,33.644332,2,2,5,0,11,0,1,2,1,2,1
2,2.964199,6.239382,2.002108,0,38.774637,2,2,3,0,11,0,1,1,1,2,1
3,1.955515,3.531587,5,1,40,2,12.791657,4,0,12,1,1,2,1,0,1
1,3.788285,4,5,0,40,2,10,4,0,11,0,1,1,1,2,0
1,4.610944,4.654782,5,1,40,2,2,4,1,11,0,1,1,1,1,1
3,4.084594,4,5,1,40,2,2,3,0,11,1,1,1,1,2,1
2,4.252059,6.743406,5,1,40,2,2,5,0,11,2,1,2,1,1,1
2,4.320022,4,5,0,34.181063,2,2,3,0,12,2,1,1,1,1,1
2,4.437325,4,5.1,0,40,2,2,4,0,10.621624,0,1,1,1,2,1
2,6.442223,4.757122,5,0,34.353236,2,2,3,0,11,2,1,2,1,2,1
1,2.051997,3.09039,5,0,38.173601,2,2,0.811062,1,11,2,1,1,1,2,1
3,4.576777,3.288961,5,0,33.206629,2,2,3,0,11,0,1,2,1,2,1
2,4.998225,4.676837,5,1,33.355625,2,2,4,0,11,2,1,2,1,2,1
3,6.031923,4.357465,5,0,40,2,2,3,0,15,1,1,1,1,2,1
1,2.638945,4,5,0,40,2,2,4,0,11,1,1,1,1,2,1
3,2.028512,2.503557,1.939224,0,30.235704,0,2,5,0,9.504016,2,1,0,1,0,0
2,7.433386,6.175503,5,1,40,2,2,4,0,12,0,1,0,1,0,1
1,1.971111,5.276593,5,0,40,2,2,0.817512,0,8.731578,0,1,1,1,2,0
3,3.862049,4.635051,5,0,40,2,2,5,0,12,1,1,1,1,2,1
2,2.911843,3.275567,3.64819,0,33.302865,2,14,3.679049,0,9.531984,1,1,2,1,1,1
3,3.654664,4,5,0,36.933839,2,2,3,0,15,2,1,1,1,2,1
2,2.053909,4.605339,5,0,39,0,2,3,0,11,1,0,1,1,1,0
2,4.444705,4.38234,5,0,40,2,2,3,1,11,0,1,1,1,2,1
1,3.24564,4,5,0,37.535106,2,2,1.571031,0,11,2,1,2,1,0,1
3,3.591489,4,5,0,28.142522,2,2,3,0,11,0,1,1,1,2,1
3,5.813177,2.539891,5,2,40,0,2,3,0,11,0,0,1,0,1,0
2,2.98776,2.307964,5,0,40,2,2,3,0,12,0,0,2,0,2,0
1,1.989457,4.396622,5,2,40,0,2,4,0,10.113647,0,1,1,1,0,0
2,3.688665,4.619939,5,0,40,2,2,3,1,11,0,1,0,1,0,0
3,5.164985,2.525779,5,1,40,2,2,3,0,12,1,1,2,1,2,1
2,4.484094,4,5,1,40,2,13.541734,5,0,11,1,0,2,1,1,1
2,3.695105,4,2.106735,0,40,0,2,3,0,9.836308,0,1,1,1,2,0
2,3.717131,4,5,2,32.052311,0,2,2.304687,0,9.801055,1,1,1,1,2,0
2,2.739368,2.809318,2.030677,0,38.187683,2,2,3,0,9.746187,0,1,1,1,2,0
2,2.791902,1.981452,5,0,40,0,2,1.14097,0,9.533568,0,0,1,0,2,0
2,4.1279,4.46185,5,0,40,2,12.13377,2.892951,1,11,2,0,0,0,0,0
3,2.058174,6.618417,4.603421,0,34.974514,2,2.910589,3,1,11,2,1,1,1,2,1
1,4.48397,4.578176,3.454108,0,37.810795,2,2,3,1,12,2,1,1,1,2,1
1,5.47281,4.359757,5,0,40,2,2,0.079699,0,12,1,1,1,1,2,1
2,4.482623,4,5,0,37.536236,2,2,5,0,15,0,1,2,1,2,1
2,1.98653,1.759689,5,0,37.992611,2,2,3,0,15,2,1,2,1,2,1
2,1.976103,3.008672,1.998464,0,40,0,2,1.63544,0,9.195706,0,0,0,1,0,0
2,3.161683,3.340077,5,0,40,1,2,3,1,11,1,0,0,1,0,0
3,3.662596,4,5,0,40,2,2,3,0,11,0,1,2,1,2,1
1,2.473621,6.337348,5,2,37.480707,0,2,0.522322,0,10.056246,0,0,1,1,1,0
2,2.908267,6.15629,5,0,39,0,2,3,1,9.913285,0,1,2,1,0,0
3,3.701355,1.802728,5,0,32.250118,2,2,3,0,11,2,1,1,1,2,1
2,7.131155,4.520022,5,2,40,0,2,1.795945,1,12,2,1,0,1,1,0
3,4.546212,4.716614,5,0,40,2,2,3,0,11,1,1,2,1,1,1
3,3.864978,4,5,0,40,2,2,4,0,11,2,1,1,1,1,1
2,4.574952,2.210408,5,0,39,0,2,3,1,9.311676,2,0,0,1,0,0
2,3.772755,4,5,0,40,2,2,3,0,11,0,1,1,1,2,1
2,4.917479,6.596718,5,1,35.356163,2,2,3,0,11,1,1,2,1,2,1
2,2.010991,4.385186,5,2,37.545433,1,11.364143,2.719395,0,9.171105,0,1,0,1,1,0
2,5.859404,2.258199,5,1,40,2,2,14.165129,0,12,1,1,1,1,2,1
3,4.521268,5.575642,5.1,0,33.230361,2,2,3,1,13,1,1,2,1,1,1
1,4.52732,1.849051,5,0,38.22447,2,2,5,0,11,0,1,2,1,2,1
2,2.657893,2.612068,5,2,39,0,2,3,0,9.195307,1,1,1,1,2,0
2,4.508365,4,5,0,36.017936,2,4.363396,4,0,11,2,1,1,1,2,1
3,4.433902,2.373221,5,0,40,2,2,3,0,15,1,1,1,1,2,1
1,1.966478,4,5,0,40,0,2,3,0,11,0,0,1,1,2,0
3,4.535526,5.166858,2.05297,2,40,2,2,5,0,9.97115,1,1,1,1,2,1
1,3.131154,4,5,0,37.890488,2,2,10.898731,1,12,0,1,1,1,2,1
2,4.507755,2.339687,5,0,37.599621,2,2,7.379935,1,11,1,1,1,1,2,1
3,3.989376,2.53981,1.568392,2,40,0,5.716762,4,0,10.107667,0,1,1,1,2,0
2,4.664642,4.451661,5,0,33.02194,2,2,3,0,9.698241,0,1,1,1,1,1
2,2.200305,1.864034,5,0,40,0,2,3,0,9.895386,0,1,1,1,0,0
3,3.902083,4,5,0,40,2,2,3,0,9.845294,1,1,1,1,1,1
1,2.354379,4,5,1,32.438792,2,2,2.120599,0,11,2,1,2,1,2,1
1,2.368912,4,5,0,37.503579,2,2,4,0,12,2,1,2,1,2,1
3,3.78848,5.132963,5,0,40,2,2,4,0,12,1,1,1,1,1,1
3,1.962937,2.322453,5,0,37.79733,0,2,5,0,10.019676,0,1,0,1,2,0
2,4.537505,4.413907,4.590618,0,40,2,2,8.244064,0,11,2,1,1,1,1,1
2,4.583356,4.537522,4.464144,1,38.698376,2,2,4,0,13,1,1,1,1,2,1
2,2.772546,4.503009,5,1,40,0,2,4,0,11,0,1,1,1,2,0
2,3.953518,5.761166,5,1,37.747744,2,2,4,0,12,1,1,1,1,2,1
3,6.557101,4.668146,2.554456,0,33.869561,1,14,13.406325,0,13,1,1,1,1,2,1
2,6.933773,4.780414,5,1,40,2,2,3,0,12,0,1,1,1,2,1
1,2.712317,4,5,0,40,2,2,3.03175,1,9.018335,0,1,1,1,1,1
1,5.381298,4,5,0,40,2,2,0.471132,0,11,2,1,1,1,2,1
3,2.000364,2.419257,5,0,38.43,2,2,3,1,11,2,1,1,1,1,1
2,4.36437,4,4.62923,0,40,1,2,3,0,13,2,1,2,1,2,1
2,1.984878,6.0068,5,0,40,0,10,4,0,10.203867,0,0,0,1,1,0
1,1.998091,4,5,0,40,2,2,3,0,10.965165,0,1,1,1,2,0
2,1.982971,3.220854,4.46684,2,39,2,2,0.259091,1,15,1,0,2,1,1,0
1,1.945888,4,3.111539,2,39,2,2,3,0,15,2,1,0,1,2,0
3,3.631147,5.402266,5,1,37.657587,2,2,7.330115,0,12,2,1,2,1,2,1
2,4.703973,4.583118,5,0,40,2,2,3,1,11,0,1,2,1,2,1
2,4.471977,4.961503,5,0,40,2,2,5,0,9.89696,2,1,2,1,2,1
2,5.411573,5.03478,4.557723,0,40,2,2,5,0,11,1,1,0,1,0,1
2,4.441686,4,1.626288,2,40,2,2,4,0,15,1,1,1,1,2,1
2,2.053752,2.995204,5,0,40,2,2,4,1,13,0,1,1,1,2,1
3,2.008156,2.819674,5.1,0,40,2,2,0.703242,1,9.896671,2,0,2,1,2,0
3,5.085405,5.19728,5,1,32.352428,2,14,2.851196,0,11,0,1,2,1,0,1
2,4.615759,4,5,0,34.780671,2,2,4,0,12,2,1,1,1,1,1
2,4.356036,4,5,0,40,2,5.494647,3,0,11,0,1,2,1,2,1
3,3.678058,5.28581,5,0,40,2,2,3,0,11,2,1,2,1,2,1
1,2.028639,4,5,0,38.361114,1,2,11.782432,1,12,2,1,0,1,0,0
1,2.037738,5.11207,5,0,38.698085,1,2,3,0,11,1,1,0,1,2,0
3,1.986609,3.556216,5,2,40,2,2,3,1,11,2,0,0,1,0,0
2,4.562479,6.956821,5,0,37.297895,2,2,3,0,11,1,1,1,1,1,0
2,4.463909,4,5,0,40,2,2,3,0,11,0,1,1,1,2,1
2,4.001632,4.556987,5,0,40,2,2,4,0,11,0,1,1,1,2,1
1,5.36397,4,5,0,37.535283,2,2,6.930167,0,11,0,1,2,1,1,1
3,6.212118,6.346079,4.57847,0,40,2,2,3,0,13,0,1,1,1,2,1
2,2.470001,4.576116,4.445646,0,40,2,2,3,0,11,0,1,0,1,0,1
1,5.853004,5.535771,5,2,38.570337,2,2,1.91171,0,11,0,1,0,1,1,1
2,4.790407,4.727368,5,1,40,2,2,3,0,12,1,1,0,1,1,1
2,5.84183,4,5,0,34.93119,2,2,3,0,12,2,1,1,1,2,1
1,4.963826,4.588053,5,2,38.042205,1,2,1.552336,0,11,1,1,1,1,2,1
2,2.841278,2.117826,5,0,40,0,2,5,0,11,0,1,1,1,2,0
2,2.783039,3.053802,5,0,40,2,2,4,0,9.307618,1,1,1,1,1,1
2,2.964504,6.270095,5,0,40,2,2,3,1,11,1,1,0,1,2,1
2,5.679435,4.532624,4.500199,0,33.412376,2,2,3,0,13,2,1,2,1,2,1
2,2.0239,5.642363,5,0,37.423087,2,2,3,1,9.851707,2,1,0,1,2,0
2,4.388827,4,5,0,38.192882,2,5.774948,0.048382,0,15,1,1,2,1,2,1
3,5.558453,4,5,1,38.234569,2,2,3,0,9.423652,2,1,2,1,2,1
2,5.655647,6.567206,5,0,38.101697,2,2,5,0,15,0,1,1,1,2,1
3,3.215411,5.280206,5,0,40,2,2,3,0,12,2,1,2,1,2,1
3,4.079043,3.154966,2.447273,0,40,0,2,5,0,9.592118,1,0,1,1,1,0
2,2.436203,3.188323,2.067308,2,40,0,13.275718,3,0,9.852895,1,0,1,1,2,0
3,5.39896,4.538078,5,2,35.225402,2,2,3,0,12,0,1,1,1,2,1
3,6.108073,6.485828,5.1,2,36.292673,2,2,3,0,13,0,1,2,1,2,1
2,3.849743,4,5,0,30.059901,2,2,3,1,9.70417,0,1,0,1,2,0
2,4.604587,6.061094,5,0,40,2,2,3,0,12,1,1,1,1,2,1
1,3.842485,4,5,0,40,1,2,3,0,11,0,0,1,1,1,0
2,4.502711,4.475349,5,0,40,2,2,5,0,15,1,1,1,1,2,1
1,2.834751,4,5,2,40,0,2,5,1,11,2,0,0,0,2,0
3,2.433344,2.463285,5,0,40,0,14,3,0,8.554523,2,1,1,1,2,0
3,2.026942,2.37523,5,2,40,2,2,0.655264,1,10.176288,1,1,0,1,2,0
2,5.778041,4.3592,5,0,31.370021,2,2,3,0,12,0,1,2,1,2,1
3,4.495289,4.570469,4.511231,1,40,2,2,3,0,13,2,1,1,1,2,1
2,4.491057,4,5,0,32.288097,2,2,3,0,12,0,1,2,1,2,1
2,3.116138,1.943667,5,0,38.08246,2,2,5,1,11,0,1,1,1,1,1
2,2.050034,4.415277,5,0,34.045201,2,2,3,1,11,1,1,2,1,2,1
3,3.696025,4,5,0,35.561162,2,2,5,0,11,0,1,1,1,2,1
2,4.602051,6.013408,5,0,37.567822,2,2,4,1,11,1,1,1,1,2,1
2,4.592672,3.239186,5,0,35.298218,2,2,3,0,11,0,1,2,1,2,1
2,1.996478,3.091161,5,0,37.471753,2,2,3,1,15,2,0,0,1,0,0
2,2.049416,4.657094,5,2,40,0,2,1.43002,1,9.803184,1,0,2,0,1,0
2,4.628247,4.521475,5,0,39,2,2,4,0,12,1,1,2,1,2,1
2,5.670248,5.053837,5,0,36.646973,2,2,4,0,11,0,1,1,1,1,1
2,4.478208,4,4.493999,2,37.50955,1,2,3,1,12,1,1,1,1,2,1
2,4.468654,4,5,0,37.686406,2,2,3,0,9.421428,0,1,1,1,2,1
2,4.447247,4.720182,5,0,37.938009,2,2,3,0,15,2,1,0,1,0,1
2,4.481184,4,5,1,34.923325,1,2,3,0,11,2,1,1,1,2,1
1,3.901023,2.139602,5,0,40,2,2,11.441624,0,12,1,1,1,1,2,1
2,4.439529,4,2.006042,2,37.519353,2,2,3,0,12,1,0,1,1,2,0
2,2.561656,2.432925,2.105712,2,37.998219,2,2,3,0,12,0,0,0,1,0,0
2,4.607035,4.655732,5,0,33.692499,2,2,5,0,11,0,1,1,1,2,1
2,4.515047,4.250678,5,0,40,2,2,5,0,11,0,1,2,1,2,1
3,5.435887,6.930454,5,0,40.593207,2,2,5,0,15,1,1,1,1,2,1
3,3.930368,2.783623,5.1,0,40,2,2,3,0,10.807974,1,1,1,1,2,1
3,2.012721,2.600113,5,0,40,2,2,3,0,8.906903,1,1,1,1,0,0
2,2.815895,4,5,0,40,2,2,3,1,11,0,1,1,1,2,1
2,5.941204,2.259648,5.1,2,40,0,2,3,1,12,1,1,0,1,2,0
1,3.043712,4,2.081078,0,37.757623,2,2,3,0,9.424969,0,1,0,1,2,0
2,3.825564,4,5,2,40,1,2,2.296896,0,11,0,1,0,1,2,0
3,6.082678,4.562308,5,1,33.012239,2,2,0.656716,0,11,0,1,2,1,2,1
3,6.402305,2.097887,5,0,40,2,2,17.592373,0,13,1,1,1,1,2,1
1,4.464295,3.050094,5,0,40,2,2,8.604802,0,12,1,1,2,1,2,1
2,2.694641,2.692252,5,0,37.610195,2,2,3,0,11,1,0,1,0,1,0
2,4.483623,4,5,2,37.825577,2,2,3,0,12,2,1,1,1,2,1
3,3.792747,4,2.521818,0,28.02142,2,2,3,0,12,1,1,1,1,2,1
3,5.051305,2.041392,5,0,40,2,2,4,0,12,0,1,1,1,2,1
2,4.601619,4,5,2,40,2,2,4,1,9.548923,0,1,2,1,2,1
2,2.003878,2.114377,5,2,40,0,2,3,0,9.576229,0,1,0,1,1,0
2,4.39347,4,5,0,34.473322,2,2,3,0,11,2,1,2,0,1,1
3,4.563994,4,5,2,37.706726,2,2,3,0,11,2,1,1,1,2,1
3,4.509091,2.957942,5,0,40,2,2,16.846458,0,11,0,1,1,1,2,1
3,6.060979,4.595939,5,0,37.373035,2,2,3,0,11,1,1,1,1,2,1
1,3.663626,5.530865,1.733227,2,40,1,2,3,0,9.899657,0,1,1,1,0,0
2,4.448702,4.478792,5,2,37.284891,2,2,4,0,11,1,1,1,1,2,1
3,4.100779,4,5,0,38.039341,2,2,3,0,15,0,1,0,1,0,1
3,4.496308,4,5,0,40,0,2,14.490549,1,11,0,0,1,1,1,0
1,5.350657,3.020497,5,0,40,0,2,3,1,9.726518,1,1,0,1,1,0
3,5.81434,5.534985,5,0,40,2,2,10.246154,0,12,2,1,1,0,1,1
2,5.517599,4.642461,5,0,40,2,2,5,0,11,2,1,1,1,1,1
2,2.477989,4,5,0,40,2,2,-0.157777,0,11,1,1,0,1,0,0
3,3.777059,4,5,0,40,2,2,3,0,12,1,1,1,1,2,1
1,1.941095,2.181425,5,2,40,0,2,3,0,11,0,0,0,1,0,0
3,3.72764,4,5.1,0,40,2,2,4,1,13,0,1,1,1,1,1
2,3.655144,4,5,0,35.861476,0,2,3,0,11,1,0,1,1,1,0
1,2.580887,2.183056,5,2,40,2,2,-0.784105,0,12,1,1,1,1,1,1
3,3.815451,4.544466,5,0,39.069638,2,2,3,0,11,2,1,1,1,2,1
3,4.941411,4.461585,5,0,40,2,2,4,1,9.49142,0,1,0,1,1,0
2,6.384421,4.440006,5,0,40,2,14,14.429637,0,12,2,1,2,1,2,1
2,6.312556,4,4.696135,0,38.509726,1,2,4,0,12,1,1,1,1,1,1
2,1.998916,2.429845,5,0,38.296974,0,10,3,0,11,1,0,1,1,1,0
2,2.46842,4.556958,5,1,40,2,2,3,0,11,1,1,1,0,2,1
3,3.970929,4,4.574528,0,39,2,7.268194,4,0,12,0,1,1,1,2,0
1,4.643932,2.699939,5,2,38.048375,0,2,3,0,9.506708,0,0,0,0,0,0
2,3.058601,2.947545,5,0,40,2,12.90374,0.517651,1,11,1,1,2,1,1,1
2,2.030835,4.681204,5,1,37.368627,2,2,4,1,11,1,1,1,1,1,1
1,3.159415,2.411172,5,0,40,2,0.084777,3,0,12,1,1,1,1,2,1
3,3.65177,4,5,0,37.163726,2,2,3,0,12,2,1,1,1,2,1
1,4.605558,2.865206,5,0,40,2,14,11.720147,0,11,2,1,1,1,2,1
3,5.980219,4.538901,5,0,37.814057,2,2,3,0,11,2,1,1,1,2,1
2,4.431611,4,5,1,40,2,13.349642,5.010537,0,11,1,1,2,1,2,1
1,3.232018,5.286855,1.967568,2,38.265263,0,2,3,0,9.314233,1,0,1,0,1,0
2,3.257815,4.468877,5,0,40,2,12.824175,3,0,15,1,1,1,1,2,1
2,5.247756,2.382792,5,1,40,2,2,3,0,11,1,1,1,1,2,1
2,4.566285,2.358618,5,1,37.234517,2,2,3,0,12,0,1,1,1,2,1
2,1.956077,4,5,2,40,0,2,5,0,12,0,1,1,1,2,0
2,3.664397,4,3.07716,0,40,1,2,5,0,9.791606,0,1,1,1,2,1
1,4.413597,4,5,2,40,2,2,3,1,10.060868,1,0,0,1,0,0
2,4.466711,4,5,2,38.559139,2,2,1.368406,0,9.855065,1,1,1,0,0,0
2,6.488437,3.322197,5,0,36.370619,2,2,4,0,11,0,1,2,1,1,1
2,2.030506,2.078706,5.1,0,37.949484,2,14,3,1,15,1,1,1,1,1,1
3,4.427531,5.258452,5,0,40,2,2,3,0,11,2,1,0,1,1,1
3,5.36134,6.393299,2.825783,2,40,2,2,3,0,11,2,1,2,1,2,1
2,2.690326,4,3.046399,2,40,0,2,3,0,13,0,1,0,1,2,0
2,4.487963,4,5,2,40,2,2,4,0,11,1,1,1,1,2,1
2,4.407088,6.265232,5,1,40,2,2,5,1,11,0,1,1,1,2,1
3,5.645788,4.568726,5,0,37.732959,2,2,3,0,11,0,1,2,1,2,1
2,5.981312,4.614923,5,0,37.769308,2,2,4,0,11,2,1,0,1,1,1
2,3.444957,4.664909,5.1,0,40,2,2,3,0,13,1,1,1,1,1,1
2,2.938145,6.041378,5,0,40,2,2,5,1,9.858276,0,1,0,1,0,1
3,6.047051,4.341892,5,0,37.542576,2,14,9.862892,0,12,0,1,2,0,2,1
2,5.172841,5.967886,4.602062,1,40,2,2,3,0,13,2,1,2,1,2,1
1,2.01705,4,5,2,37.833293,2,2,3,1,9.466516,0,1,2,1,0,0
1,4.446096,3.117035,5,1,36.376239,2,2,14.50108,0,9.528517,0,1,1,1,2,1
1,2.018674,4.548229,5,0,40,2,2,0.864302,0,9.842378,0,1,1,1,2,0
3,2.043303,2.783497,5,0,38.475358,0,2,3,0,8.531683,0,0,1,1,1,0
2,2.704701,2.245286,5,0,40,0,2,3,0,9.792831,0,1,1,1,0,0
3,3.779746,3.09994,2.676303,1,33.494132,2,2,3,0,15,1,1,0,1,1,1
3,3.806111,5.849733,5,0,38.30152,2,2,3,0,11,1,1,2,1,2,1
3,3.221326,2.486501,5,2,40,0,2,3,0,9.633514,0,0,1,1,1,0
2,4.092942,4,5,0,40,2,2,1.472375,0,11,1,1,1,1,2,1
3,2.901331,4.357891,5,1,37.119777,2,2,3,0,11,1,1,1,1,2,1
3,3.239002,5.190804,5,1,33.040398,2,13.227132,1.617715,1,11,2,1,1,1,1,1
2,1.973159,4.881641,5.1,2,39,2,2,5,1,9.284373,0,0,0,0,0,0
2,2.705772,2.34031,1.212355,1,36.892272,2,2,5,0,11,1,0,0,1,0,0
2,5.641137,2.406711,5,0,33.672169,2,1.107256,3,0,11,2,1,1,1,2,1
3,3.62907,4,5,1,35.81601,2,2,3,0,11,2,1,2,1,2,1
3,2.983292,3.10913,2.061977,2,36.994447,2,2,3,0,9.78699,0,1,1,1,2,0
3,3.536639,4.542012,5,0,37.976205,2,2,3,1,11,0,1,1,1,2,1
3,2.007629,2.660035,5,2,40,0,2,3,1,9.261737,2,1,0,1,0,0
2,3.631595,4.397774,5,0,40,2,2,1.782105,0,9.506532,0,1,1,0,2,0
2,5.612808,6.272684,5,0,40,2,14,4,0,11,1,1,1,1,2,1
2,4.53197,4,5,0,40,2,10,4,0,12,2,1,2,1,2,1
3,3.846831,4,5,0,40,2,2,3.060349,0,11,1,1,1,1,2,1
3,1.960082,2.173832,4.532651,0,37.454898,0,2,15.95991,0,11,1,0,1,1,2,0
3,6.849459,5.141909,2.005194,2,40,0,2,2.911375,1,11,1,1,2,1,0,0
1,2.07135,4,5,2,37.534148,0,14,16.442251,0,12,0,1,0,1,2,0
3,1.99639,4.46871,5,1,36.405425,2,2,7.052347,1,11,1,1,1,1,2,1
